hotel_nombre,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
InfoSight Boutique Hotel,2022-08-15,77,269,46,254.35
Primera Grand,2022-08-15,75,320,50,257.97
dHCI Executive Boutique Hotel,2022-08-15,84,358,54,162.6
ProLiant Haven,2022-08-15,93,254,50,170.39
Apollo Executive Beach Resort,2022-08-15,89,305,33,216.36
Aruba Lodge,2022-08-15,75,282,17,252.0
Alletra Haven,2022-08-15,78,305,22,234.9
dHCI Platinum Beach Resort,2022-08-15,70,172,32,180.84
GreenLake Platinum Heritage Inn,2022-08-15,75,253,37,154.13
Pointnext Signature Residences & Suites,2022-08-15,75,324,35,249.72
ProLiant Place,2022-08-15,81,293,53,292.95
Synergy Golden Grand Hotel,2022-08-15,95,422,83,313.09
Alletra Resort,2022-08-15,88,296,40,249.51
GreenLake Digital Business Suites,2022-08-15,89,414,71,254.84
Apollo Resort & Spa,2022-08-15,83,414,62,139.03
Nimble Inn,2022-08-15,90,295,43,195.59
Ezmeral Grand Hotel,2022-08-15,89,305,17,221.21
Alletra Boutique Hotel,2022-08-15,72,167,16,258.08
Simplivity Golden Plaza Hotel,2022-08-15,73,330,23,161.11
Cray Villas,2022-08-15,95,371,70,225.99
Apollo Diamond Suites,2022-08-15,90,443,25,277.91
Apollo Towers,2022-08-15,85,365,71,156.76
Alletra Diamond Grand Hotel,2022-08-16,95,458,25,172.15
ProLiant Towers,2022-08-16,80,392,37,163.13
Aruba Luxury Lodge,2022-08-16,87,217,26,141.39
InfoSight Boutique Hotel,2022-08-16,75,210,13,273.15
Primera Grand,2022-08-16,82,225,19,287.46
dHCI Executive Boutique Hotel,2022-08-16,72,179,23,209.51
ProLiant Haven,2022-08-16,87,329,22,141.84
Apollo Executive Beach Resort,2022-08-16,73,269,28,203.6
Aruba Lodge,2022-08-16,70,210,37,175.72
Alletra Haven,2022-08-16,70,280,44,129.49
dHCI Platinum Beach Resort,2022-08-16,95,375,51,188.36
GreenLake Platinum Heritage Inn,2022-08-16,85,266,24,228.29
Pointnext Signature Residences & Suites,2022-08-16,81,267,40,252.08
ProLiant Place,2022-08-16,70,230,15,213.66
Synergy Golden Grand Hotel,2022-08-16,95,374,67,180.92
Alletra Resort,2022-08-16,77,164,26,278.26
GreenLake Digital Business Suites,2022-08-16,83,286,39,298.88
Apollo Resort & Spa,2022-08-16,95,290,17,278.82
Nimble Inn,2022-08-16,76,376,29,170.04
Ezmeral Grand Hotel,2022-08-16,83,352,40,280.46
Alletra Boutique Hotel,2022-08-16,94,262,44,210.42
Simplivity Golden Plaza Hotel,2022-08-16,81,380,50,155.63
Cray Villas,2022-08-16,72,165,9,140.18
Apollo Diamond Suites,2022-08-16,79,225,26,270.94
Apollo Towers,2022-08-16,79,260,35,252.71
Alletra Diamond Grand Hotel,2022-08-17,92,226,42,264.29
ProLiant Towers,2022-08-17,90,266,45,185.19
Aruba Luxury Lodge,2022-08-17,72,198,36,168.19
InfoSight Boutique Hotel,2022-08-17,86,239,33,229.83
Primera Grand,2022-08-17,90,413,50,231.77
dHCI Executive Boutique Hotel,2022-08-17,89,346,19,253.51
ProLiant Haven,2022-08-17,79,302,30,137.63
Apollo Executive Beach Resort,2022-08-17,89,243,37,160.43
Aruba Lodge,2022-08-17,95,469,27,166.92
Alletra Haven,2022-08-17,82,330,32,172.67
dHCI Platinum Beach Resort,2022-08-17,83,267,23,204.69
GreenLake Platinum Heritage Inn,2022-08-17,86,406,37,278.79
Pointnext Signature Residences & Suites,2022-08-17,71,281,20,230.71
ProLiant Place,2022-08-17,76,326,16,163.06
Synergy Golden Grand Hotel,2022-08-17,77,326,28,203.46
Alletra Resort,2022-08-17,78,324,34,263.16
GreenLake Digital Business Suites,2022-08-17,90,218,39,266.84
Apollo Resort & Spa,2022-08-17,85,327,53,262.25
Nimble Inn,2022-08-17,93,360,71,162.54
Ezmeral Grand Hotel,2022-08-17,70,256,43,171.85
Alletra Boutique Hotel,2022-08-17,79,384,30,169.62
Simplivity Golden Plaza Hotel,2022-08-17,93,225,39,216.22
Cray Villas,2022-08-17,89,296,36,145.4
Apollo Diamond Suites,2022-08-17,74,170,13,256.33
Apollo Towers,2022-08-17,81,378,49,261.21
Alletra Diamond Grand Hotel,2022-08-18,76,372,72,179.88
ProLiant Towers,2022-08-18,71,155,26,208.89
Aruba Luxury Lodge,2022-08-18,79,220,23,200.06
InfoSight Boutique Hotel,2022-08-18,74,315,61,140.75
Primera Grand,2022-08-18,87,414,72,282.7
dHCI Executive Boutique Hotel,2022-08-18,72,184,30,252.24
ProLiant Haven,2022-08-18,74,287,47,201.26
Apollo Executive Beach Resort,2022-08-18,70,205,12,243.03
Aruba Lodge,2022-08-18,71,160,16,233.95
Alletra Haven,2022-08-18,94,219,36,151.96
dHCI Platinum Beach Resort,2022-08-18,70,302,31,168.54
GreenLake Platinum Heritage Inn,2022-08-18,83,353,19,267.07
Pointnext Signature Residences & Suites,2022-08-18,81,204,14,216.15
ProLiant Place,2022-08-18,81,295,51,160.02
Synergy Golden Grand Hotel,2022-08-18,89,178,32,264.09
Alletra Resort,2022-08-18,83,371,44,270.42
GreenLake Digital Business Suites,2022-08-18,81,402,45,192.05
Apollo Resort & Spa,2022-08-18,94,333,20,152.95
Nimble Inn,2022-08-18,91,233,41,244.67
Ezmeral Grand Hotel,2022-08-18,93,252,37,228.91
Alletra Boutique Hotel,2022-08-18,72,187,17,196.58
Simplivity Golden Plaza Hotel,2022-08-18,80,274,18,279.53
Cray Villas,2022-08-18,84,236,45,280.2
Apollo Diamond Suites,2022-08-18,76,336,57,216.15
Apollo Towers,2022-08-18,91,423,60,153.12
Alletra Diamond Grand Hotel,2022-08-19,83,359,49,138.66
ProLiant Towers,2022-08-19,73,267,41,221.31
Aruba Luxury Lodge,2022-08-19,89,387,43,211.49
InfoSight Boutique Hotel,2022-08-19,76,286,39,187.5
Primera Grand,2022-08-19,78,297,31,219.96
dHCI Executive Boutique Hotel,2022-08-19,75,204,24,262.52
ProLiant Haven,2022-08-19,89,353,67,266.98
Apollo Executive Beach Resort,2022-08-19,80,185,16,162.86
Aruba Lodge,2022-08-19,81,314,32,277.0
Alletra Haven,2022-08-19,76,377,20,139.97
dHCI Platinum Beach Resort,2022-08-19,92,287,40,218.01
GreenLake Platinum Heritage Inn,2022-08-19,80,276,23,167.08
Pointnext Signature Residences & Suites,2022-08-19,70,297,36,166.32
ProLiant Place,2022-08-19,75,325,53,160.21
Synergy Golden Grand Hotel,2022-08-19,88,234,31,273.38
Alletra Resort,2022-08-19,80,377,23,172.21
GreenLake Digital Business Suites,2022-08-19,73,333,17,180.23
Apollo Resort & Spa,2022-08-19,95,407,73,301.25
Nimble Inn,2022-08-19,94,338,48,249.43
Ezmeral Grand Hotel,2022-08-19,83,173,25,202.5
Alletra Boutique Hotel,2022-08-19,83,207,29,170.34
Simplivity Golden Plaza Hotel,2022-08-19,75,222,36,222.35
Cray Villas,2022-08-19,78,361,24,211.25
Apollo Diamond Suites,2022-08-19,72,156,13,146.37
Apollo Towers,2022-08-19,94,386,58,295.74
Alletra Diamond Grand Hotel,2022-08-20,81,299,27,190.67
ProLiant Towers,2022-08-20,91,316,59,242.85
Aruba Luxury Lodge,2022-08-20,90,182,31,225.18
InfoSight Boutique Hotel,2022-08-20,94,284,46,261.47
Primera Grand,2022-08-20,100,288,53,331.09
dHCI Executive Boutique Hotel,2022-08-20,89,335,54,177.97
ProLiant Haven,2022-08-20,100,271,53,347.41
Apollo Executive Beach Resort,2022-08-20,94,405,68,163.5
Aruba Lodge,2022-08-20,80,314,43,286.67
Alletra Haven,2022-08-20,88,208,22,211.81
dHCI Platinum Beach Resort,2022-08-20,93,244,34,167.87
GreenLake Platinum Heritage Inn,2022-08-20,87,276,14,281.28
Pointnext Signature Residences & Suites,2022-08-20,92,353,62,258.35
ProLiant Place,2022-08-20,90,362,34,309.55
Synergy Golden Grand Hotel,2022-08-20,81,165,32,137.37
Alletra Resort,2022-08-20,82,382,19,263.84
GreenLake Digital Business Suites,2022-08-20,100,423,78,197.06
Apollo Resort & Spa,2022-08-20,90,310,56,142.12
Nimble Inn,2022-08-20,100,386,54,212.84
Ezmeral Grand Hotel,2022-08-20,100,464,39,246.58
Alletra Boutique Hotel,2022-08-20,95,326,46,175.1
Simplivity Golden Plaza Hotel,2022-08-20,85,256,43,228.51
Cray Villas,2022-08-20,88,408,35,264.15
Apollo Diamond Suites,2022-08-20,92,187,19,222.55
Apollo Towers,2022-08-20,99,207,39,201.54
Alletra Diamond Grand Hotel,2022-08-21,87,287,24,270.91
ProLiant Towers,2022-08-21,100,254,48,219.05
Aruba Luxury Lodge,2022-08-21,78,244,19,239.05
InfoSight Boutique Hotel,2022-08-21,100,220,29,278.3
Primera Grand,2022-08-21,88,185,28,248.01
dHCI Executive Boutique Hotel,2022-08-21,98,426,25,343.81
ProLiant Haven,2022-08-21,100,462,77,287.06
Apollo Executive Beach Resort,2022-08-21,100,484,92,250.63
Aruba Lodge,2022-08-21,98,320,37,323.65
Alletra Haven,2022-08-21,100,390,37,244.78
dHCI Platinum Beach Resort,2022-08-21,96,406,48,276.98
GreenLake Platinum Heritage Inn,2022-08-21,93,464,90,251.05
Pointnext Signature Residences & Suites,2022-08-21,85,186,30,235.06
ProLiant Place,2022-08-21,100,242,14,185.34
Synergy Golden Grand Hotel,2022-08-21,92,299,27,269.62
Alletra Resort,2022-08-21,100,481,78,150.71
GreenLake Digital Business Suites,2022-08-21,79,281,27,130.64
Apollo Resort & Spa,2022-08-21,94,221,25,185.21
Nimble Inn,2022-08-21,84,336,22,256.29
Ezmeral Grand Hotel,2022-08-21,88,343,35,181.66
Alletra Boutique Hotel,2022-08-21,99,258,39,218.8
Simplivity Golden Plaza Hotel,2022-08-21,100,485,76,212.14
Cray Villas,2022-08-21,100,349,62,209.21
Apollo Diamond Suites,2022-08-21,82,387,30,168.57
Apollo Towers,2022-08-21,96,398,78,150.46
Alletra Diamond Grand Hotel,2022-08-22,92,314,47,293.05
ProLiant Towers,2022-08-22,76,319,41,164.36
Aruba Luxury Lodge,2022-08-22,74,352,28,159.48
InfoSight Boutique Hotel,2022-08-22,77,190,33,139.1
Primera Grand,2022-08-22,86,266,30,238.83
dHCI Executive Boutique Hotel,2022-08-22,88,214,22,221.98
ProLiant Haven,2022-08-22,90,212,39,206.77
Apollo Executive Beach Resort,2022-08-22,86,244,17,178.4
Aruba Lodge,2022-08-22,92,278,39,228.0
Alletra Haven,2022-08-22,92,379,56,205.17
dHCI Platinum Beach Resort,2022-08-22,85,397,26,266.2
GreenLake Platinum Heritage Inn,2022-08-22,87,381,74,252.1
Pointnext Signature Residences & Suites,2022-08-22,94,448,87,286.96
ProLiant Place,2022-08-22,76,248,18,181.64
Synergy Golden Grand Hotel,2022-08-22,87,338,22,294.6
Alletra Resort,2022-08-22,93,398,20,164.54
GreenLake Digital Business Suites,2022-08-22,76,272,22,127.91
Apollo Resort & Spa,2022-08-22,80,373,67,248.32
Nimble Inn,2022-08-22,75,214,26,207.86
Ezmeral Grand Hotel,2022-08-22,81,221,27,261.27
Alletra Boutique Hotel,2022-08-22,95,448,61,245.73
Simplivity Golden Plaza Hotel,2022-08-22,72,170,21,229.77
Cray Villas,2022-08-22,71,278,18,260.23
Apollo Diamond Suites,2022-08-22,82,320,35,176.26
Apollo Towers,2022-08-22,83,263,42,207.05
Alletra Diamond Grand Hotel,2022-08-23,95,222,42,250.91
ProLiant Towers,2022-08-23,73,203,20,211.75
Aruba Luxury Lodge,2022-08-23,71,333,47,224.93
InfoSight Boutique Hotel,2022-08-23,76,292,48,168.08
Primera Grand,2022-08-23,79,394,42,167.08
dHCI Executive Boutique Hotel,2022-08-23,74,196,37,162.4
ProLiant Haven,2022-08-23,95,297,39,260.62
Apollo Executive Beach Resort,2022-08-23,94,262,26,161.27
Aruba Lodge,2022-08-23,91,331,37,178.04
Alletra Haven,2022-08-23,89,386,74,314.77
dHCI Platinum Beach Resort,2022-08-23,82,222,28,205.55
GreenLake Platinum Heritage Inn,2022-08-23,74,196,26,128.58
Pointnext Signature Residences & Suites,2022-08-23,72,274,31,182.73
ProLiant Place,2022-08-23,73,336,20,249.45
Synergy Golden Grand Hotel,2022-08-23,84,377,26,296.91
Alletra Resort,2022-08-23,72,231,25,227.83
GreenLake Digital Business Suites,2022-08-23,91,335,27,239.6
Apollo Resort & Spa,2022-08-23,84,322,32,222.63
Nimble Inn,2022-08-23,91,374,57,276.05
Ezmeral Grand Hotel,2022-08-23,84,260,51,157.7
Alletra Boutique Hotel,2022-08-23,72,165,19,242.93
Simplivity Golden Plaza Hotel,2022-08-23,79,223,12,159.87
Cray Villas,2022-08-23,76,161,13,147.21
Apollo Diamond Suites,2022-08-23,76,226,38,260.92
Apollo Towers,2022-08-23,85,192,19,205.56
Alletra Diamond Grand Hotel,2022-08-24,72,326,21,249.65
ProLiant Towers,2022-08-24,70,256,49,189.56
Aruba Luxury Lodge,2022-08-24,71,273,32,237.97
InfoSight Boutique Hotel,2022-08-24,75,286,27,268.66
Primera Grand,2022-08-24,95,427,51,152.34
dHCI Executive Boutique Hotel,2022-08-24,70,142,14,162.77
ProLiant Haven,2022-08-24,78,386,74,167.3
Apollo Executive Beach Resort,2022-08-24,82,166,27,221.86
Aruba Lodge,2022-08-24,71,157,29,211.0
Alletra Haven,2022-08-24,94,448,44,163.01
dHCI Platinum Beach Resort,2022-08-24,79,333,49,277.25
GreenLake Platinum Heritage Inn,2022-08-24,95,256,16,186.06
Pointnext Signature Residences & Suites,2022-08-24,88,213,27,305.96
ProLiant Place,2022-08-24,88,217,14,260.41
Synergy Golden Grand Hotel,2022-08-24,94,251,26,272.96
Alletra Resort,2022-08-24,93,282,44,231.54
GreenLake Digital Business Suites,2022-08-24,82,170,13,176.41
Apollo Resort & Spa,2022-08-24,86,397,30,141.65
Nimble Inn,2022-08-24,74,213,31,181.45
Ezmeral Grand Hotel,2022-08-24,94,402,29,313.47
Alletra Boutique Hotel,2022-08-24,76,367,49,141.71
Simplivity Golden Plaza Hotel,2022-08-24,71,260,31,245.88
Cray Villas,2022-08-24,84,370,59,225.34
Apollo Diamond Suites,2022-08-24,90,266,52,222.68
Apollo Towers,2022-08-24,80,324,62,270.7
Alletra Diamond Grand Hotel,2022-08-25,92,380,74,200.18
ProLiant Towers,2022-08-25,88,272,31,252.39
Aruba Luxury Lodge,2022-08-25,92,439,31,177.59
InfoSight Boutique Hotel,2022-08-25,74,282,52,219.28
Primera Grand,2022-08-25,85,414,55,216.34
dHCI Executive Boutique Hotel,2022-08-25,77,300,24,204.11
ProLiant Haven,2022-08-25,92,271,16,289.68
Apollo Executive Beach Resort,2022-08-25,87,321,44,295.03
Aruba Lodge,2022-08-25,94,307,33,302.72
Alletra Haven,2022-08-25,87,363,34,240.09
dHCI Platinum Beach Resort,2022-08-25,80,160,13,205.15
GreenLake Platinum Heritage Inn,2022-08-25,79,391,35,245.21
Pointnext Signature Residences & Suites,2022-08-25,76,175,23,277.13
ProLiant Place,2022-08-25,81,404,29,214.04
Synergy Golden Grand Hotel,2022-08-25,94,369,54,204.02
Alletra Resort,2022-08-25,92,218,18,258.37
GreenLake Digital Business Suites,2022-08-25,92,230,15,288.46
Apollo Resort & Spa,2022-08-25,95,343,35,273.94
Nimble Inn,2022-08-25,94,240,18,190.71
Ezmeral Grand Hotel,2022-08-25,79,176,20,243.6
Alletra Boutique Hotel,2022-08-25,86,294,26,225.39
Simplivity Golden Plaza Hotel,2022-08-25,91,291,46,254.67
Cray Villas,2022-08-25,80,231,22,204.41
Apollo Diamond Suites,2022-08-25,81,244,19,135.49
Apollo Towers,2022-08-25,84,247,42,264.71
Alletra Diamond Grand Hotel,2022-08-26,95,316,54,250.64
ProLiant Towers,2022-08-26,70,268,34,245.68
Aruba Luxury Lodge,2022-08-26,88,203,27,312.74
InfoSight Boutique Hotel,2022-08-26,74,287,57,161.61
Primera Grand,2022-08-26,92,408,43,298.13
dHCI Executive Boutique Hotel,2022-08-26,78,324,50,208.56
ProLiant Haven,2022-08-26,94,285,23,276.28
Apollo Executive Beach Resort,2022-08-26,85,346,40,155.56
Aruba Lodge,2022-08-26,74,271,46,224.96
Alletra Haven,2022-08-26,89,204,31,198.83
dHCI Platinum Beach Resort,2022-08-26,93,332,61,250.23
GreenLake Platinum Heritage Inn,2022-08-26,81,169,8,275.85
Pointnext Signature Residences & Suites,2022-08-26,74,252,30,139.31
ProLiant Place,2022-08-26,82,303,41,246.06
Synergy Golden Grand Hotel,2022-08-26,72,216,42,264.51
Alletra Resort,2022-08-26,92,416,63,270.93
GreenLake Digital Business Suites,2022-08-26,80,304,25,229.87
Apollo Resort & Spa,2022-08-26,78,289,52,250.5
Nimble Inn,2022-08-26,82,330,40,187.11
Ezmeral Grand Hotel,2022-08-26,92,278,15,297.5
Alletra Boutique Hotel,2022-08-26,95,369,59,288.6
Simplivity Golden Plaza Hotel,2022-08-26,75,330,63,152.37
Cray Villas,2022-08-26,72,182,15,229.67
Apollo Diamond Suites,2022-08-26,77,254,27,243.94
Apollo Towers,2022-08-26,86,418,74,262.55
Alletra Diamond Grand Hotel,2022-08-27,82,287,53,255.81
ProLiant Towers,2022-08-27,100,396,23,336.49
Aruba Luxury Lodge,2022-08-27,81,264,22,223.01
InfoSight Boutique Hotel,2022-08-27,96,213,32,191.76
Primera Grand,2022-08-27,99,360,60,329.65
dHCI Executive Boutique Hotel,2022-08-27,81,356,66,241.3
ProLiant Haven,2022-08-27,94,286,42,244.47
Apollo Executive Beach Resort,2022-08-27,83,258,32,171.3
Aruba Lodge,2022-08-27,100,453,36,205.78
Alletra Haven,2022-08-27,99,474,63,240.66
dHCI Platinum Beach Resort,2022-08-27,84,181,11,203.2
GreenLake Platinum Heritage Inn,2022-08-27,91,253,20,229.75
Pointnext Signature Residences & Suites,2022-08-27,86,285,51,175.82
ProLiant Place,2022-08-27,87,315,17,244.49
Synergy Golden Grand Hotel,2022-08-27,100,476,56,312.39
Alletra Resort,2022-08-27,99,392,28,204.99
GreenLake Digital Business Suites,2022-08-27,100,357,25,312.25
Apollo Resort & Spa,2022-08-27,100,441,41,302.53
Nimble Inn,2022-08-27,83,331,19,286.32
Ezmeral Grand Hotel,2022-08-27,98,281,33,220.09
Alletra Boutique Hotel,2022-08-27,82,401,23,227.38
Simplivity Golden Plaza Hotel,2022-08-27,96,329,18,296.72
Cray Villas,2022-08-27,99,478,60,169.37
Apollo Diamond Suites,2022-08-27,100,272,43,244.77
Apollo Towers,2022-08-27,92,224,33,232.63
Alletra Diamond Grand Hotel,2022-08-28,84,180,32,218.14
ProLiant Towers,2022-08-28,92,449,56,315.48
Aruba Luxury Lodge,2022-08-28,88,195,38,170.25
InfoSight Boutique Hotel,2022-08-28,92,222,37,198.84
Primera Grand,2022-08-28,89,216,33,239.45
dHCI Executive Boutique Hotel,2022-08-28,90,253,27,265.73
ProLiant Haven,2022-08-28,96,256,29,300.2
Apollo Executive Beach Resort,2022-08-28,100,475,72,329.86
Aruba Lodge,2022-08-28,85,198,14,157.28
Alletra Haven,2022-08-28,97,472,57,165.37
dHCI Platinum Beach Resort,2022-08-28,91,249,13,302.36
GreenLake Platinum Heritage Inn,2022-08-28,84,205,36,266.28
Pointnext Signature Residences & Suites,2022-08-28,85,285,20,148.73
ProLiant Place,2022-08-28,82,315,36,242.71
Synergy Golden Grand Hotel,2022-08-28,98,477,73,225.1
Alletra Resort,2022-08-28,94,196,14,184.31
GreenLake Digital Business Suites,2022-08-28,98,238,14,285.31
Apollo Resort & Spa,2022-08-28,90,323,33,166.8
Nimble Inn,2022-08-28,100,364,43,184.84
Ezmeral Grand Hotel,2022-08-28,100,412,68,308.4
Alletra Boutique Hotel,2022-08-28,78,233,40,176.18
Simplivity Golden Plaza Hotel,2022-08-28,88,411,59,207.37
Cray Villas,2022-08-28,100,408,55,153.55
Apollo Diamond Suites,2022-08-28,95,257,36,158.0
Apollo Towers,2022-08-28,76,303,17,181.9
Alletra Diamond Grand Hotel,2022-08-29,82,261,39,265.6
ProLiant Towers,2022-08-29,84,271,37,284.99
Aruba Luxury Lodge,2022-08-29,71,347,34,163.96
InfoSight Boutique Hotel,2022-08-29,81,326,52,198.87
Primera Grand,2022-08-29,88,406,30,276.02
dHCI Executive Boutique Hotel,2022-08-29,93,252,32,262.07
ProLiant Haven,2022-08-29,79,295,15,215.79
Apollo Executive Beach Resort,2022-08-29,85,206,37,268.47
Aruba Lodge,2022-08-29,86,218,42,267.21
Alletra Haven,2022-08-29,80,201,13,264.28
dHCI Platinum Beach Resort,2022-08-29,94,389,34,231.85
GreenLake Platinum Heritage Inn,2022-08-29,94,318,43,259.16
Pointnext Signature Residences & Suites,2022-08-29,88,247,25,237.01
ProLiant Place,2022-08-29,72,200,38,142.06
Synergy Golden Grand Hotel,2022-08-29,73,275,54,209.04
Alletra Resort,2022-08-29,93,252,42,236.95
GreenLake Digital Business Suites,2022-08-29,82,365,45,294.5
Apollo Resort & Spa,2022-08-29,93,365,24,221.6
Nimble Inn,2022-08-29,95,256,46,145.62
Ezmeral Grand Hotel,2022-08-29,80,304,57,174.98
Alletra Boutique Hotel,2022-08-29,88,397,41,215.5
Simplivity Golden Plaza Hotel,2022-08-29,76,245,45,256.63
Cray Villas,2022-08-29,86,184,11,257.9
Apollo Diamond Suites,2022-08-29,82,164,24,148.59
Apollo Towers,2022-08-29,91,326,57,298.91
Alletra Diamond Grand Hotel,2022-08-30,74,151,17,222.69
ProLiant Towers,2022-08-30,75,335,45,176.96
Aruba Luxury Lodge,2022-08-30,93,413,59,216.4
InfoSight Boutique Hotel,2022-08-30,75,349,33,272.31
Primera Grand,2022-08-30,92,285,37,185.72
dHCI Executive Boutique Hotel,2022-08-30,88,320,36,154.1
ProLiant Haven,2022-08-30,88,195,16,164.04
Apollo Executive Beach Resort,2022-08-30,78,196,38,196.11
Aruba Lodge,2022-08-30,70,195,13,244.46
Alletra Haven,2022-08-30,89,383,58,298.65
dHCI Platinum Beach Resort,2022-08-30,88,382,34,274.43
GreenLake Platinum Heritage Inn,2022-08-30,86,173,32,180.59
Pointnext Signature Residences & Suites,2022-08-30,92,394,39,202.6
ProLiant Place,2022-08-30,86,428,35,231.44
Synergy Golden Grand Hotel,2022-08-30,79,174,18,178.0
Alletra Resort,2022-08-30,90,190,32,301.3
GreenLake Digital Business Suites,2022-08-30,83,357,66,179.0
Apollo Resort & Spa,2022-08-30,92,282,40,147.04
Nimble Inn,2022-08-30,84,180,12,241.43
Ezmeral Grand Hotel,2022-08-30,81,257,18,185.64
Alletra Boutique Hotel,2022-08-30,90,221,35,284.94
Simplivity Golden Plaza Hotel,2022-08-30,93,420,70,188.24
Cray Villas,2022-08-30,79,305,19,181.08
Apollo Diamond Suites,2022-08-30,72,186,30,246.47
Apollo Towers,2022-08-30,80,182,33,207.67
Alletra Diamond Grand Hotel,2022-08-31,72,319,39,182.0
ProLiant Towers,2022-08-31,90,190,10,201.51
Aruba Luxury Lodge,2022-08-31,74,320,58,188.06
InfoSight Boutique Hotel,2022-08-31,78,334,41,207.46
Primera Grand,2022-08-31,93,271,19,222.17
dHCI Executive Boutique Hotel,2022-08-31,89,361,33,212.98
ProLiant Haven,2022-08-31,71,142,13,171.86
Apollo Executive Beach Resort,2022-08-31,73,226,25,126.8
Aruba Lodge,2022-08-31,85,320,36,240.86
Alletra Haven,2022-08-31,92,369,57,321.47
dHCI Platinum Beach Resort,2022-08-31,84,405,59,161.06
GreenLake Platinum Heritage Inn,2022-08-31,88,270,21,183.6
Pointnext Signature Residences & Suites,2022-08-31,95,214,33,247.14
ProLiant Place,2022-08-31,76,275,19,277.6
Synergy Golden Grand Hotel,2022-08-31,86,216,18,290.6
Alletra Resort,2022-08-31,86,301,44,228.52
GreenLake Digital Business Suites,2022-08-31,87,423,81,215.13
Apollo Resort & Spa,2022-08-31,76,323,53,150.83
Nimble Inn,2022-08-31,92,250,24,159.29
Ezmeral Grand Hotel,2022-08-31,74,164,32,242.27
Alletra Boutique Hotel,2022-08-31,90,243,14,220.87
Simplivity Golden Plaza Hotel,2022-08-31,71,159,13,132.86
Cray Villas,2022-08-31,72,197,17,259.68
Apollo Diamond Suites,2022-08-31,74,333,29,202.21
Apollo Towers,2022-08-31,78,258,15,237.09
Alletra Diamond Grand Hotel,2022-09-01,56,196,14,141.54
ProLiant Towers,2022-09-01,72,173,29,258.0
Aruba Luxury Lodge,2022-09-01,74,243,12,265.93
