hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha,tasa_ocupacion,reservas_confirmadas,cancelaciones,precio_promedio_noche
Apollo Diamond Suites,2481,1583,80.7,4123,2022-02-14,55,179,12,199.99
Apollo Towers,1838,1604,68.1,3049,2022-02-14,35,91,9,130.41
Alletra Diamond Grand Hotel,1884,1571,84.9,3929,2022-02-15,60,199,24,163.37
ProLiant Towers,3761,1070,77.0,3832,2022-02-15,54,236,22,159.73
Aruba Luxury Lodge,2326,1127,72.3,3587,2022-02-15,30,98,16,116.2
InfoSight Boutique Hotel,3171,1517,76.2,4705,2022-02-15,53,219,16,186.24
Primera Grand,2228,1313,50.7,3705,2022-02-15,60,293,51,197.27
dHCI Executive Boutique Hotel,1963,1186,57.0,3305,2022-02-15,45,185,32,152.62
ProLiant Haven,1607,1826,83.9,3152,2022-02-15,57,203,22,191.6
Apollo Executive Beach Resort,1023,1643,83.7,4712,2022-02-15,42,85,16,166.11
Aruba Lodge,3972,1810,90.4,3596,2022-02-15,50,204,12,154.38
Alletra Haven,2172,1285,91.5,3046,2022-02-15,32,118,9,121.33
dHCI Platinum Beach Resort,1549,1914,84.2,3947,2022-02-15,55,131,25,211.58
GreenLake Platinum Heritage Inn,1495,1509,81.8,3408,2022-02-15,40,187,23,123.22
Pointnext Signature Residences & Suites,2590,1866,83.3,3576,2022-02-15,53,188,37,197.4
ProLiant Place,3311,1606,76.2,3522,2022-02-15,53,210,17,173.98
Synergy Golden Grand Hotel,1364,1703,77.2,3410,2022-02-15,37,168,17,142.49
Alletra Resort,3487,1178,56.4,4377,2022-02-15,50,111,14,162.68
GreenLake Digital Business Suites,3288,1618,74.1,4863,2022-02-15,51,234,11,135.18
Apollo Resort & Spa,3634,1681,53.6,3148,2022-02-15,45,219,13,168.99
Nimble Inn,1873,1841,84.6,3150,2022-02-15,58,154,19,195.38
Ezmeral Grand Hotel,2623,1695,69.9,4456,2022-02-15,35,109,21,107.1
Alletra Boutique Hotel,1252,1744,82.0,3338,2022-02-15,60,166,18,217.67
Simplivity Golden Plaza Hotel,2183,1095,51.9,3321,2022-02-15,50,164,16,105.31
Cray Villas,2034,1876,71.8,3986,2022-02-15,38,168,8,113.62
Apollo Diamond Suites,2423,1140,85.1,3174,2022-02-15,58,119,11,161.58
Apollo Towers,2838,1157,79.1,4058,2022-02-15,38,128,11,126.4
Alletra Diamond Grand Hotel,1308,1469,65.0,4356,2022-02-16,32,148,28,107.35
ProLiant Towers,3767,1715,94.1,4798,2022-02-16,44,107,14,167.92
Aruba Luxury Lodge,1436,1928,76.1,4153,2022-02-16,32,106,13,98.48
InfoSight Boutique Hotel,1579,1564,86.5,3196,2022-02-16,59,229,41,180.02
Primera Grand,2578,1543,77.4,4946,2022-02-16,49,208,32,127.12
dHCI Executive Boutique Hotel,1761,1383,51.9,3194,2022-02-16,55,265,32,133.33
ProLiant Haven,2196,1113,94.8,4050,2022-02-16,36,108,9,150.14
Apollo Executive Beach Resort,2148,1225,55.9,3499,2022-02-16,60,168,11,218.03
Aruba Lodge,3309,1742,60.5,3497,2022-02-16,30,136,9,112.85
Alletra Haven,2813,1809,59.1,4616,2022-02-16,48,168,12,162.23
dHCI Platinum Beach Resort,1409,1676,82.8,4202,2022-02-16,60,289,25,217.97
GreenLake Platinum Heritage Inn,2734,1399,83.0,3303,2022-02-16,47,115,10,150.97
Pointnext Signature Residences & Suites,1706,1564,69.0,3385,2022-02-16,49,215,26,123.44
ProLiant Place,3612,1453,56.8,3091,2022-02-16,55,244,20,206.35
Synergy Golden Grand Hotel,2778,1406,72.6,3596,2022-02-16,58,148,20,186.03
Alletra Resort,2082,1290,87.6,4108,2022-02-16,47,114,16,175.21
GreenLake Digital Business Suites,3394,1119,60.9,4756,2022-02-16,46,127,15,130.12
Apollo Resort & Spa,2024,1460,57.1,3301,2022-02-16,33,116,20,107.86
Nimble Inn,3361,1929,83.0,4518,2022-02-16,34,71,5,125.21
Ezmeral Grand Hotel,3756,1946,56.0,4039,2022-02-16,34,101,13,101.41
Alletra Boutique Hotel,1099,1753,61.0,4029,2022-02-16,57,269,47,140.46
Simplivity Golden Plaza Hotel,3361,1674,84.5,3084,2022-02-16,55,252,33,114.63
Cray Villas,1861,1220,79.2,3941,2022-02-16,36,132,7,131.55
Apollo Diamond Suites,2330,1594,66.1,3575,2022-02-16,59,234,27,129.43
Apollo Towers,2750,1184,75.8,4713,2022-02-16,42,85,10,167.11
Alletra Diamond Grand Hotel,3738,1709,78.5,3924,2022-02-17,36,77,7,136.53
ProLiant Towers,3668,1172,89.3,4853,2022-02-17,49,180,23,173.52
Aruba Luxury Lodge,1245,1808,82.8,4243,2022-02-17,43,97,14,160.35
InfoSight Boutique Hotel,3818,1708,71.3,4493,2022-02-17,41,146,10,169.4
Primera Grand,3874,1336,82.8,3821,2022-02-17,45,221,30,138.8
dHCI Executive Boutique Hotel,3736,1702,51.1,4484,2022-02-17,37,76,14,105.51
ProLiant Haven,2414,1806,66.1,3498,2022-02-17,33,116,20,147.09
Apollo Executive Beach Resort,3426,1320,79.2,3227,2022-02-17,53,115,22,176.68
Aruba Lodge,1058,1427,72.9,3019,2022-02-17,54,202,32,161.87
Alletra Haven,1921,1976,54.8,4774,2022-02-17,47,125,19,188.7
dHCI Platinum Beach Resort,3271,1897,69.0,4045,2022-02-17,48,226,12,168.09
GreenLake Platinum Heritage Inn,3552,1715,65.5,3147,2022-02-17,36,109,8,120.54
Pointnext Signature Residences & Suites,1885,1660,61.4,4958,2022-02-17,32,108,10,88.54
ProLiant Place,2353,1800,85.1,3812,2022-02-17,57,149,20,130.89
Synergy Golden Grand Hotel,2811,1551,63.6,3113,2022-02-17,45,222,26,165.44
Alletra Resort,3901,1704,80.1,3141,2022-02-17,58,162,27,146.05
GreenLake Digital Business Suites,3555,1008,74.9,4621,2022-02-17,51,169,19,143.77
Apollo Resort & Spa,1500,1504,91.0,3989,2022-02-17,50,247,12,116.99
Nimble Inn,2358,1711,70.5,4175,2022-02-17,34,162,30,101.17
Ezmeral Grand Hotel,3776,1305,81.9,3190,2022-02-17,50,224,32,180.93
Alletra Boutique Hotel,2728,1214,77.7,3222,2022-02-17,58,161,18,177.6
Simplivity Golden Plaza Hotel,1197,1371,84.5,4731,2022-02-17,33,140,11,98.14
Cray Villas,2419,1591,56.1,3620,2022-02-17,52,190,36,132.58
Apollo Diamond Suites,1451,1934,69.4,4977,2022-02-17,39,181,15,145.23
Apollo Towers,1579,1168,59.4,3684,2022-02-17,50,209,13,165.03
Alletra Diamond Grand Hotel,3364,1040,70.6,4771,2022-02-18,60,206,13,217.59
ProLiant Towers,2206,1612,70.5,4211,2022-02-18,58,163,24,201.0
Aruba Luxury Lodge,2420,1200,59.5,3178,2022-02-18,56,239,44,166.59
InfoSight Boutique Hotel,1850,1203,58.9,3836,2022-02-18,39,139,16,114.08
Primera Grand,2585,1607,74.7,3720,2022-02-18,60,148,21,201.92
dHCI Executive Boutique Hotel,1931,1399,88.0,4811,2022-02-18,30,99,14,112.8
ProLiant Haven,3883,1958,60.2,4752,2022-02-18,51,147,10,168.92
Apollo Executive Beach Resort,2905,1241,57.4,4088,2022-02-18,50,216,40,148.26
Aruba Lodge,1269,1453,89.2,3175,2022-02-18,36,105,6,135.21
Alletra Haven,2174,1557,83.8,4510,2022-02-18,31,138,10,126.64
dHCI Platinum Beach Resort,1307,1989,91.1,4135,2022-02-18,36,122,13,112.12
GreenLake Platinum Heritage Inn,3580,1811,79.3,3647,2022-02-18,30,90,13,136.59
Pointnext Signature Residences & Suites,2329,1779,70.3,4837,2022-02-18,52,144,14,149.06
ProLiant Place,2282,1214,82.9,3227,2022-02-18,32,83,11,90.99
Synergy Golden Grand Hotel,3285,1676,63.4,4267,2022-02-18,56,252,35,114.98
Alletra Resort,2526,1743,60.1,3784,2022-02-18,35,134,21,118.93
GreenLake Digital Business Suites,2226,1697,59.5,4997,2022-02-18,43,195,20,147.41
Apollo Resort & Spa,1136,1182,89.5,3936,2022-02-18,40,117,10,133.01
Nimble Inn,3510,1519,80.1,3268,2022-02-18,52,175,9,200.58
Ezmeral Grand Hotel,3323,1854,53.9,3890,2022-02-18,47,113,17,143.09
Alletra Boutique Hotel,2902,1940,63.5,4718,2022-02-18,43,102,7,149.81
Simplivity Golden Plaza Hotel,3597,1962,56.2,3674,2022-02-18,50,223,40,136.14
Cray Villas,2747,1865,73.1,4445,2022-02-18,32,127,18,144.0
Apollo Diamond Suites,1665,1542,63.1,3413,2022-02-18,35,154,18,86.68
Apollo Towers,1858,1046,51.7,3926,2022-02-18,31,116,12,127.25
Alletra Diamond Grand Hotel,2074,1239,68.6,3613,2022-02-19,42,131,10,134.4
ProLiant Towers,3292,1487,78.8,4271,2022-02-19,66,146,25,126.42
Aruba Luxury Lodge,3066,1798,80.5,3213,2022-02-19,59,236,39,202.01
InfoSight Boutique Hotel,1344,1709,72.4,3650,2022-02-19,63,243,48,113.56
Primera Grand,1324,1419,66.8,3134,2022-02-19,61,125,7,188.18
dHCI Executive Boutique Hotel,2793,1232,78.9,3283,2022-02-19,58,167,13,121.97
ProLiant Haven,2451,1080,57.9,3709,2022-02-19,53,229,39,157.09
Apollo Executive Beach Resort,1233,1994,72.9,4412,2022-02-19,50,168,26,149.79
Aruba Lodge,1479,1557,71.2,3338,2022-02-19,64,285,26,225.83
Alletra Haven,1702,1977,79.4,4990,2022-02-19,66,222,36,174.3
dHCI Platinum Beach Resort,2162,1039,56.8,3642,2022-02-19,60,282,22,189.86
GreenLake Platinum Heritage Inn,3275,1353,80.0,3684,2022-02-19,54,170,21,210.28
Pointnext Signature Residences & Suites,1516,1242,52.2,4670,2022-02-19,55,269,23,213.45
ProLiant Place,1336,1311,91.8,4728,2022-02-19,58,249,20,212.54
Synergy Golden Grand Hotel,3108,1625,88.0,4266,2022-02-19,74,198,20,250.44
Alletra Resort,2930,1701,70.7,3291,2022-02-19,47,189,30,153.75
GreenLake Digital Business Suites,1587,1538,76.6,3629,2022-02-19,56,236,22,213.99
Apollo Resort & Spa,1511,1752,83.2,3849,2022-02-19,49,151,17,184.16
Nimble Inn,1711,1601,80.8,4486,2022-02-19,46,151,15,110.29
Ezmeral Grand Hotel,1271,1274,74.0,3575,2022-02-19,41,126,9,92.25
Alletra Boutique Hotel,2835,1661,77.0,4115,2022-02-19,60,235,20,229.18
Simplivity Golden Plaza Hotel,3110,1472,57.8,3580,2022-02-19,52,134,17,183.92
Cray Villas,1905,1630,76.5,4752,2022-02-19,38,84,8,161.02
Apollo Diamond Suites,1691,1570,82.5,3656,2022-02-19,42,109,9,156.77
Apollo Towers,1801,1979,77.8,3291,2022-02-19,50,102,16,183.61
Alletra Diamond Grand Hotel,3266,1126,92.9,3584,2022-02-20,63,309,16,131.46
ProLiant Towers,3693,1714,72.8,4670,2022-02-20,44,107,10,181.52
Aruba Luxury Lodge,2134,1877,64.1,4770,2022-02-20,47,97,18,135.63
InfoSight Boutique Hotel,1141,1467,68.6,4762,2022-02-20,66,283,51,169.94
Primera Grand,1155,1174,60.2,3025,2022-02-20,43,210,14,97.35
dHCI Executive Boutique Hotel,1796,1986,58.9,3561,2022-02-20,49,156,29,103.72
ProLiant Haven,2419,1073,93.2,4848,2022-02-20,36,121,7,142.73
Apollo Executive Beach Resort,2376,1589,75.9,4198,2022-02-20,39,156,29,91.16
Aruba Lodge,1817,1724,81.0,3640,2022-02-20,64,186,15,115.57
Alletra Haven,2035,1716,67.0,4007,2022-02-20,48,141,9,114.95
dHCI Platinum Beach Resort,3475,1112,86.9,3295,2022-02-20,43,164,26,116.85
GreenLake Platinum Heritage Inn,1374,1782,94.0,3529,2022-02-20,50,179,20,115.86
Pointnext Signature Residences & Suites,3669,1304,68.4,3803,2022-02-20,58,278,14,115.55
ProLiant Place,1574,1518,77.8,4310,2022-02-20,47,225,43,156.67
Synergy Golden Grand Hotel,2172,1666,70.8,4445,2022-02-20,72,172,9,233.85
Alletra Resort,3821,1070,79.2,3349,2022-02-20,56,237,46,134.44
GreenLake Digital Business Suites,2516,1292,55.3,4679,2022-02-20,43,200,35,98.86
Apollo Resort & Spa,2355,1141,91.9,4633,2022-02-20,64,181,17,211.33
Nimble Inn,1276,1896,55.9,4167,2022-02-20,45,105,13,147.95
Ezmeral Grand Hotel,3111,1297,68.3,3589,2022-02-20,58,278,34,136.94
Alletra Boutique Hotel,2788,1082,57.6,3034,2022-02-20,48,121,7,151.75
Simplivity Golden Plaza Hotel,2053,1798,51.9,4137,2022-02-20,52,239,15,178.29
Cray Villas,1987,1092,83.4,3980,2022-02-20,51,163,20,166.75
Apollo Diamond Suites,1965,1945,71.8,3105,2022-02-20,50,201,13,157.27
Apollo Towers,3335,1797,82.6,3805,2022-02-20,67,272,33,249.92
Alletra Diamond Grand Hotel,1265,1779,71.8,3600,2022-02-21,34,148,21,109.54
ProLiant Towers,3966,1468,75.7,3540,2022-02-21,43,212,25,132.56
Aruba Luxury Lodge,1026,1427,55.8,3263,2022-02-21,35,84,6,132.67
InfoSight Boutique Hotel,2851,1479,51.0,4823,2022-02-21,38,146,18,117.27
Primera Grand,1402,1900,63.7,3531,2022-02-21,46,121,23,155.24
dHCI Executive Boutique Hotel,3810,1917,64.2,4371,2022-02-21,53,186,29,142.84
ProLiant Haven,2226,1924,70.9,3777,2022-02-21,44,108,6,98.27
Apollo Executive Beach Resort,2974,1600,68.5,4405,2022-02-21,32,121,22,89.03
Aruba Lodge,2287,1989,91.7,3011,2022-02-21,52,134,12,202.25
Alletra Haven,3743,1817,73.3,4517,2022-02-21,48,119,10,119.0
dHCI Platinum Beach Resort,2996,1829,93.1,4159,2022-02-21,30,76,11,80.43
GreenLake Platinum Heritage Inn,1362,1059,75.6,4875,2022-02-21,44,156,7,117.07
Pointnext Signature Residences & Suites,1776,1110,51.6,3687,2022-02-21,47,183,33,155.09
ProLiant Place,1731,1641,80.1,3567,2022-02-21,43,171,29,114.28
Synergy Golden Grand Hotel,1378,1145,86.2,3565,2022-02-21,36,129,11,129.78
Alletra Resort,2347,1389,85.8,3093,2022-02-21,49,115,21,118.07
GreenLake Digital Business Suites,2534,1686,93.9,3588,2022-02-21,54,246,15,160.16
Apollo Resort & Spa,3498,1940,78.1,4249,2022-02-21,54,233,23,111.07
Nimble Inn,2408,1116,68.7,3603,2022-02-21,57,158,25,132.21
Ezmeral Grand Hotel,1393,1917,78.0,3183,2022-02-21,37,86,5,160.29
Alletra Boutique Hotel,1041,1365,90.9,3584,2022-02-21,53,134,16,183.09
Simplivity Golden Plaza Hotel,1352,1009,57.4,3557,2022-02-21,32,95,12,126.87
Cray Villas,1223,1322,75.5,3015,2022-02-21,50,241,18,134.0
Apollo Diamond Suites,1344,1959,60.9,4143,2022-02-21,50,199,18,196.98
Apollo Towers,3581,1304,67.4,3906,2022-02-21,59,210,29,117.44
Alletra Diamond Grand Hotel,3494,1789,70.3,3483,2022-02-22,57,217,26,122.88
ProLiant Towers,3629,1433,88.3,4091,2022-02-22,49,208,12,100.09
Aruba Luxury Lodge,3138,1607,83.6,3444,2022-02-22,53,219,32,144.71
InfoSight Boutique Hotel,2465,1828,84.5,3056,2022-02-22,44,179,29,181.1
Primera Grand,1703,1583,84.1,3668,2022-02-22,33,83,13,110.68
dHCI Executive Boutique Hotel,2149,1565,78.0,4467,2022-02-22,41,186,25,168.6
ProLiant Haven,3656,1817,79.2,3848,2022-02-22,34,137,10,116.1
Apollo Executive Beach Resort,1415,1223,87.7,3383,2022-02-22,50,111,12,165.64
Aruba Lodge,3238,1264,71.4,4881,2022-02-22,31,110,12,142.29
Alletra Haven,2193,1586,58.4,4130,2022-02-22,43,194,19,150.52
dHCI Platinum Beach Resort,2074,1287,74.6,3474,2022-02-22,39,137,15,136.52
GreenLake Platinum Heritage Inn,1407,1021,69.4,3271,2022-02-22,46,217,13,104.71
Pointnext Signature Residences & Suites,1271,1890,53.3,4858,2022-02-22,52,189,31,120.38
ProLiant Place,2342,1512,92.6,3644,2022-02-22,56,213,19,173.34
Synergy Golden Grand Hotel,2556,1781,77.3,3322,2022-02-22,52,139,19,110.89
Alletra Resort,2306,1565,81.8,4814,2022-02-22,48,198,10,117.85
GreenLake Digital Business Suites,1568,1878,65.5,3682,2022-02-22,50,171,20,132.31
Apollo Resort & Spa,2139,1592,94.8,4987,2022-02-22,60,199,28,227.05
Nimble Inn,2423,1155,51.8,3290,2022-02-22,56,150,20,181.31
Ezmeral Grand Hotel,2631,1455,94.1,4250,2022-02-22,60,288,24,138.35
Alletra Boutique Hotel,1579,1948,65.0,4602,2022-02-22,58,231,32,133.73
Simplivity Golden Plaza Hotel,2678,1487,75.9,4309,2022-02-22,37,93,13,94.65
Cray Villas,2277,1867,87.2,4894,2022-02-22,31,150,20,119.81
Apollo Diamond Suites,2927,1868,53.1,4180,2022-02-22,58,289,34,208.25
Apollo Towers,3806,1825,83.4,4219,2022-02-22,51,134,21,121.62
Alletra Diamond Grand Hotel,3300,1818,59.2,4833,2022-02-23,46,190,29,176.52
ProLiant Towers,2458,1700,83.2,3770,2022-02-23,53,142,20,121.55
Aruba Luxury Lodge,2623,1472,61.7,3389,2022-02-23,43,194,32,98.38
InfoSight Boutique Hotel,2883,1772,72.2,3582,2022-02-23,59,150,18,194.17
Primera Grand,2355,1143,80.0,3120,2022-02-23,32,130,19,127.15
dHCI Executive Boutique Hotel,2819,1608,81.7,4245,2022-02-23,48,121,16,176.11
ProLiant Haven,1171,1027,77.5,4214,2022-02-23,46,214,41,154.19
Apollo Executive Beach Resort,1585,1548,51.3,4142,2022-02-23,59,127,15,109.97
Aruba Lodge,2274,1472,76.7,3539,2022-02-23,36,85,14,93.84
Alletra Haven,1594,1995,82.9,4545,2022-02-23,40,89,7,122.59
dHCI Platinum Beach Resort,3955,1738,89.3,3516,2022-02-23,56,116,12,188.78
GreenLake Platinum Heritage Inn,1926,1383,84.1,3954,2022-02-23,49,238,28,154.09
Pointnext Signature Residences & Suites,1968,1618,67.7,3057,2022-02-23,44,101,18,141.5
ProLiant Place,2011,1806,83.7,4572,2022-02-23,47,169,27,179.23
Synergy Golden Grand Hotel,1700,1081,71.0,3396,2022-02-23,43,170,10,168.68
Alletra Resort,3685,1869,68.1,4947,2022-02-23,54,225,23,108.04
GreenLake Digital Business Suites,2010,1160,50.3,3341,2022-02-23,40,154,28,115.05
Apollo Resort & Spa,2629,1044,74.9,3652,2022-02-23,30,68,8,99.0
Nimble Inn,2710,1848,71.8,4129,2022-02-23,46,187,27,131.62
Ezmeral Grand Hotel,1533,1775,55.0,3853,2022-02-23,51,192,22,193.06
Alletra Boutique Hotel,2139,1508,92.2,4977,2022-02-23,37,183,19,123.36
Simplivity Golden Plaza Hotel,1457,1739,79.8,3439,2022-02-23,46,155,20,154.66
Cray Villas,3557,1059,54.5,3378,2022-02-23,56,189,20,192.41
Apollo Diamond Suites,3665,1683,94.0,3475,2022-02-23,51,216,38,183.84
Apollo Towers,1947,1424,51.5,4063,2022-02-23,32,134,18,82.41
Alletra Diamond Grand Hotel,1033,1724,76.4,3734,2022-02-24,43,197,21,166.18
ProLiant Towers,3419,1314,56.6,3963,2022-02-24,56,269,53,199.23
Aruba Luxury Lodge,3765,1482,64.9,3538,2022-02-24,54,200,39,137.89
InfoSight Boutique Hotel,3363,1295,60.6,3232,2022-02-24,37,180,29,102.91
Primera Grand,2823,1718,60.8,4199,2022-02-24,49,221,38,146.96
dHCI Executive Boutique Hotel,3911,1159,78.1,3234,2022-02-24,42,168,17,172.1
ProLiant Haven,2848,1882,86.9,4381,2022-02-24,56,241,30,189.35
Apollo Executive Beach Resort,3353,1483,50.3,3085,2022-02-24,56,166,25,205.07
Aruba Lodge,2508,1689,80.0,3930,2022-02-24,46,217,27,121.45
Alletra Haven,2702,1132,63.3,3846,2022-02-24,45,115,19,118.69
dHCI Platinum Beach Resort,3358,1390,58.4,4482,2022-02-24,41,110,19,97.95
GreenLake Platinum Heritage Inn,2238,1568,61.6,3429,2022-02-24,53,143,21,166.86
Pointnext Signature Residences & Suites,3728,1974,73.8,4423,2022-02-24,50,148,22,118.36
ProLiant Place,2028,1222,69.9,4865,2022-02-24,42,112,17,100.02
Synergy Golden Grand Hotel,3296,1169,82.3,4381,2022-02-24,52,246,30,172.7
Alletra Resort,1184,1543,87.3,4146,2022-02-24,60,152,14,183.77
GreenLake Digital Business Suites,3964,1406,83.8,3424,2022-02-24,36,80,13,90.44
Apollo Resort & Spa,3126,1276,74.3,3001,2022-02-24,33,87,11,106.86
Nimble Inn,3191,1253,64.4,3107,2022-02-24,32,140,7,108.93
Ezmeral Grand Hotel,1504,1802,73.6,3398,2022-02-24,39,111,19,130.69
Alletra Boutique Hotel,2558,1128,79.2,4333,2022-02-24,33,109,6,142.07
Simplivity Golden Plaza Hotel,1308,1535,62.3,4372,2022-02-24,34,71,9,150.65
Cray Villas,3317,1298,62.0,3593,2022-02-24,57,272,41,173.06
Apollo Diamond Suites,1051,1897,82.2,4733,2022-02-24,43,91,8,170.39
Apollo Towers,1444,1573,65.0,3611,2022-02-24,31,83,10,126.66
Alletra Diamond Grand Hotel,2722,1218,73.7,4398,2022-02-25,41,104,12,133.02
ProLiant Towers,3129,1750,90.6,3567,2022-02-25,32,76,12,96.97
Aruba Luxury Lodge,2701,1321,70.9,4981,2022-02-25,56,145,15,112.68
InfoSight Boutique Hotel,3066,1643,77.9,3452,2022-02-25,33,121,7,131.08
Primera Grand,3951,1494,94.3,4095,2022-02-25,54,200,17,116.68
dHCI Executive Boutique Hotel,3929,1929,53.2,4137,2022-02-25,48,130,15,168.04
ProLiant Haven,3507,1384,86.0,4126,2022-02-25,35,131,15,111.0
Apollo Executive Beach Resort,1512,1032,50.6,4077,2022-02-25,47,104,15,137.04
Aruba Lodge,1527,1912,86.8,4555,2022-02-25,39,87,11,117.75
Alletra Haven,3914,1579,71.7,4742,2022-02-25,48,97,17,163.27
dHCI Platinum Beach Resort,2748,1067,79.1,3655,2022-02-25,55,147,24,199.35
GreenLake Platinum Heritage Inn,1678,1683,78.9,3091,2022-02-25,36,89,6,120.0
Pointnext Signature Residences & Suites,2370,1193,57.9,3165,2022-02-25,57,187,9,140.24
ProLiant Place,2318,1180,76.7,4264,2022-02-25,53,117,7,154.13
Synergy Golden Grand Hotel,3238,1852,89.8,3617,2022-02-25,52,137,21,167.53
Alletra Resort,3085,1297,69.2,3341,2022-02-25,50,139,19,133.1
GreenLake Digital Business Suites,2584,1321,58.6,3788,2022-02-25,30,114,5,86.21
Apollo Resort & Spa,1970,1538,75.6,4943,2022-02-25,35,99,5,111.16
Nimble Inn,3580,1663,62.8,4540,2022-02-25,38,181,26,110.28
Ezmeral Grand Hotel,2287,1285,63.6,3672,2022-02-25,50,116,13,133.96
Alletra Boutique Hotel,3771,1411,67.7,4523,2022-02-25,30,111,20,87.89
Simplivity Golden Plaza Hotel,1007,1764,76.0,4613,2022-02-25,43,193,32,125.64
Cray Villas,1439,1367,94.1,4292,2022-02-25,31,104,7,109.61
Apollo Diamond Suites,2110,1779,86.4,3458,2022-02-25,50,194,13,105.8
Apollo Towers,2259,1735,80.7,3416,2022-02-25,31,136,11,107.3
Alletra Diamond Grand Hotel,2591,1737,79.9,3393,2022-02-26,56,143,23,177.65
ProLiant Towers,2752,1225,74.5,4356,2022-02-26,51,146,25,186.4
Aruba Luxury Lodge,1269,1951,65.5,3389,2022-02-26,58,189,22,150.4
InfoSight Boutique Hotel,1044,1607,89.0,4132,2022-02-26,68,155,29,204.76
Primera Grand,3767,1726,83.2,4500,2022-02-26,55,257,32,202.95
dHCI Executive Boutique Hotel,3832,1118,71.1,4041,2022-02-26,64,173,29,162.64
ProLiant Haven,3311,1220,84.7,3580,2022-02-26,58,273,39,117.3
Apollo Executive Beach Resort,2268,1455,86.8,3484,2022-02-26,42,186,27,146.2
Aruba Lodge,2568,1945,51.2,4826,2022-02-26,56,173,25,137.51
Alletra Haven,3698,1217,79.9,4739,2022-02-26,60,251,29,138.12
dHCI Platinum Beach Resort,1362,1782,78.5,3817,2022-02-26,46,151,23,121.71
GreenLake Platinum Heritage Inn,2948,1005,73.9,4512,2022-02-26,58,279,49,208.11
Pointnext Signature Residences & Suites,2403,1942,79.8,4232,2022-02-26,69,339,59,171.06
ProLiant Place,3178,1878,90.3,3181,2022-02-26,56,253,20,121.22
Synergy Golden Grand Hotel,1322,1540,52.9,4129,2022-02-26,52,116,19,203.76
Alletra Resort,2915,1917,62.5,3409,2022-02-26,67,186,21,207.12
GreenLake Digital Business Suites,3736,1069,72.6,3314,2022-02-26,68,206,28,189.34
Apollo Resort & Spa,1580,1184,62.4,4416,2022-02-26,54,222,23,182.85
Nimble Inn,3096,1378,57.0,3317,2022-02-26,64,181,14,176.45
Ezmeral Grand Hotel,1780,1029,75.9,4800,2022-02-26,66,285,22,173.91
Alletra Boutique Hotel,1583,1419,60.3,4250,2022-02-26,40,154,19,106.04
Simplivity Golden Plaza Hotel,2877,1418,80.1,3158,2022-02-26,45,154,22,174.81
Cray Villas,2630,1729,54.0,3091,2022-02-26,56,144,12,119.13
Apollo Diamond Suites,2102,1995,89.4,4143,2022-02-26,49,136,25,183.97
Apollo Towers,2578,1189,77.3,3046,2022-02-26,67,266,42,161.22
Alletra Diamond Grand Hotel,1216,1966,70.4,4910,2022-02-27,49,111,8,173.13
ProLiant Towers,3939,1917,61.9,4964,2022-02-27,61,152,29,220.7
Aruba Luxury Lodge,1484,1396,74.1,4416,2022-02-27,48,190,10,100.19
InfoSight Boutique Hotel,1460,1689,58.7,4826,2022-02-27,56,259,39,216.11
Primera Grand,1251,1994,59.7,4213,2022-02-27,44,158,11,176.68
dHCI Executive Boutique Hotel,2380,1464,77.5,3623,2022-02-27,46,207,11,168.6
ProLiant Haven,2724,1269,76.0,4100,2022-02-27,51,112,11,161.76
Apollo Executive Beach Resort,1778,1684,54.8,3052,2022-02-27,42,183,12,136.01
Aruba Lodge,3775,1483,70.1,3891,2022-02-27,62,294,42,152.92
Alletra Haven,3147,1891,69.0,4417,2022-02-27,49,228,20,116.63
dHCI Platinum Beach Resort,2257,1345,69.8,3483,2022-02-27,59,200,23,197.02
GreenLake Platinum Heritage Inn,1340,1973,60.0,4940,2022-02-27,55,203,18,139.74
Pointnext Signature Residences & Suites,1897,1591,88.1,3815,2022-02-27,64,142,18,213.04
ProLiant Place,1290,1259,56.4,3684,2022-02-27,50,225,27,148.2
Synergy Golden Grand Hotel,2477,1072,61.3,4682,2022-02-27,50,168,20,151.26
Alletra Resort,3122,1326,91.5,4492,2022-02-27,52,215,15,164.76
