hotel_nombre,consumo_energia_kwh,residuos_generados_kg,porcentaje_reciclaje,uso_agua_m3,fecha
Aruba Luxury Lodge,2655,1314,75.9,3951,2022-04-29
InfoSight Boutique Hotel,1726,1928,68.9,4023,2022-04-29
Primera Grand,2258,1955,62.7,3506,2022-04-29
dHCI Executive Boutique Hotel,3590,1389,71.8,4510,2022-04-29
ProLiant Haven,1501,1521,58.3,4995,2022-04-29
Apollo Executive Beach Resort,1142,1781,80.8,4148,2022-04-29
Aruba Lodge,2153,1704,72.9,3801,2022-04-29
Alletra Haven,3972,1730,93.5,4893,2022-04-29
dHCI Platinum Beach Resort,1614,1537,75.5,4366,2022-04-29
GreenLake Platinum Heritage Inn,3329,1730,76.3,4617,2022-04-29
Pointnext Signature Residences & Suites,3390,1646,62.3,3321,2022-04-29
ProLiant Place,1990,1546,54.9,3897,2022-04-29
Synergy Golden Grand Hotel,3171,1943,83.2,3024,2022-04-29
Alletra Resort,3227,1541,59.2,3326,2022-04-29
GreenLake Digital Business Suites,3580,1093,92.6,4911,2022-04-29
Apollo Resort & Spa,3649,1157,62.0,4338,2022-04-29
Nimble Inn,3744,1044,85.1,4507,2022-04-29
Ezmeral Grand Hotel,2265,1628,56.0,3193,2022-04-29
Alletra Boutique Hotel,1956,1945,60.7,4623,2022-04-29
Simplivity Golden Plaza Hotel,2997,1614,77.7,4436,2022-04-29
Cray Villas,3067,1776,85.6,3386,2022-04-29
Apollo Diamond Suites,3041,1389,70.2,4557,2022-04-29
Apollo Towers,2384,1791,52.6,3383,2022-04-29
Alletra Diamond Grand Hotel,1186,1142,60.9,4008,2022-04-30
ProLiant Towers,2361,1225,77.1,3819,2022-04-30
Aruba Luxury Lodge,3781,1657,65.7,3018,2022-04-30
InfoSight Boutique Hotel,3168,1363,71.0,4056,2022-04-30
Primera Grand,3257,1769,84.3,4437,2022-04-30
dHCI Executive Boutique Hotel,1677,1366,92.7,3018,2022-04-30
ProLiant Haven,2859,1931,56.7,3169,2022-04-30
Apollo Executive Beach Resort,2458,1629,91.9,3800,2022-04-30
Aruba Lodge,3062,1045,60.1,4471,2022-04-30
Alletra Haven,3119,1934,67.8,3045,2022-04-30
dHCI Platinum Beach Resort,1750,1290,78.9,4401,2022-04-30
GreenLake Platinum Heritage Inn,3799,1378,53.1,3164,2022-04-30
Pointnext Signature Residences & Suites,3306,1914,89.0,4047,2022-04-30
ProLiant Place,3896,1236,60.0,4881,2022-04-30
Synergy Golden Grand Hotel,2949,1846,65.8,3035,2022-04-30
Alletra Resort,1276,1921,72.5,4679,2022-04-30
GreenLake Digital Business Suites,2898,1370,88.7,4295,2022-04-30
Apollo Resort & Spa,3943,1928,94.2,3298,2022-04-30
Nimble Inn,2664,1270,76.3,3139,2022-04-30
Ezmeral Grand Hotel,1691,1349,67.6,3813,2022-04-30
Alletra Boutique Hotel,3585,1535,67.4,4540,2022-04-30
Simplivity Golden Plaza Hotel,2241,1518,84.8,4931,2022-04-30
Cray Villas,1853,1736,83.1,4449,2022-04-30
Apollo Diamond Suites,3072,1211,74.1,3909,2022-04-30
Apollo Towers,2386,1083,84.1,4438,2022-04-30
Alletra Diamond Grand Hotel,3310,1859,64.4,3665,2022-05-01
ProLiant Towers,1647,1006,61.2,3561,2022-05-01
Aruba Luxury Lodge,1698,1966,77.0,3272,2022-05-01
InfoSight Boutique Hotel,3442,1965,56.0,4645,2022-05-01
Primera Grand,3473,1996,78.0,3896,2022-05-01
dHCI Executive Boutique Hotel,2895,1198,86.4,4804,2022-05-01
ProLiant Haven,3499,1114,74.6,3518,2022-05-01
Apollo Executive Beach Resort,3222,1817,91.6,3793,2022-05-01
Aruba Lodge,3072,1294,91.5,3636,2022-05-01
Alletra Haven,1884,1508,93.5,3858,2022-05-01
dHCI Platinum Beach Resort,2528,1020,60.1,3682,2022-05-01
GreenLake Platinum Heritage Inn,2031,1749,70.3,4193,2022-05-01
Pointnext Signature Residences & Suites,1518,1192,67.3,3118,2022-05-01
ProLiant Place,1119,1482,71.8,4722,2022-05-01
Synergy Golden Grand Hotel,2584,1117,81.5,3478,2022-05-01
Alletra Resort,1275,1836,82.5,3509,2022-05-01
GreenLake Digital Business Suites,2022,1214,77.2,4712,2022-05-01
Apollo Resort & Spa,3489,1443,71.1,3188,2022-05-01
Nimble Inn,1293,1147,55.0,3209,2022-05-01
Ezmeral Grand Hotel,3124,1530,51.0,3401,2022-05-01
Alletra Boutique Hotel,2120,1362,66.3,4539,2022-05-01
Simplivity Golden Plaza Hotel,3156,1892,64.9,3810,2022-05-01
Cray Villas,3857,1170,64.1,3898,2022-05-01
Apollo Diamond Suites,1724,1363,59.6,3681,2022-05-01
Apollo Towers,1222,1685,61.5,3522,2022-05-01
Alletra Diamond Grand Hotel,2460,1158,91.5,4983,2022-05-02
ProLiant Towers,2780,1734,54.7,3665,2022-05-02
Aruba Luxury Lodge,2704,1279,63.9,3357,2022-05-02
InfoSight Boutique Hotel,3887,1360,68.3,4991,2022-05-02
Primera Grand,2309,1662,84.8,3959,2022-05-02
dHCI Executive Boutique Hotel,3693,1343,91.0,3818,2022-05-02
ProLiant Haven,3813,1112,50.3,4731,2022-05-02
Apollo Executive Beach Resort,1606,1825,68.9,3734,2022-05-02
Aruba Lodge,1820,1018,77.9,3272,2022-05-02
Alletra Haven,3245,1496,81.2,4941,2022-05-02
dHCI Platinum Beach Resort,1440,1735,61.5,4605,2022-05-02
GreenLake Platinum Heritage Inn,3071,1908,55.1,3745,2022-05-02
Pointnext Signature Residences & Suites,3113,1649,71.6,4308,2022-05-02
ProLiant Place,3636,1278,85.8,3853,2022-05-02
Synergy Golden Grand Hotel,1991,1119,89.4,3540,2022-05-02
Alletra Resort,2217,1983,92.9,4988,2022-05-02
GreenLake Digital Business Suites,3407,1096,82.4,4541,2022-05-02
Apollo Resort & Spa,2721,1104,85.8,4155,2022-05-02
Nimble Inn,1049,1217,55.8,4335,2022-05-02
Ezmeral Grand Hotel,1655,1322,52.0,3058,2022-05-02
Alletra Boutique Hotel,1070,1601,50.8,3116,2022-05-02
Simplivity Golden Plaza Hotel,2064,1827,80.3,4482,2022-05-02
Cray Villas,2060,1787,62.4,3978,2022-05-02
Apollo Diamond Suites,1893,1791,92.6,4787,2022-05-02
Apollo Towers,1100,1404,58.9,3037,2022-05-02
Alletra Diamond Grand Hotel,2549,1491,67.0,3671,2022-05-03
ProLiant Towers,1696,1464,59.4,3969,2022-05-03
Aruba Luxury Lodge,3554,1995,62.2,3305,2022-05-03
InfoSight Boutique Hotel,3410,1949,64.8,3476,2022-05-03
Primera Grand,3523,1464,91.8,4325,2022-05-03
dHCI Executive Boutique Hotel,1038,1484,72.8,4561,2022-05-03
ProLiant Haven,1678,1992,60.5,4386,2022-05-03
Apollo Executive Beach Resort,1284,1390,75.0,3908,2022-05-03
Aruba Lodge,3916,1893,81.2,3613,2022-05-03
Alletra Haven,2394,1834,86.7,3759,2022-05-03
dHCI Platinum Beach Resort,1396,1650,62.1,4170,2022-05-03
GreenLake Platinum Heritage Inn,2684,1307,63.1,3309,2022-05-03
Pointnext Signature Residences & Suites,3400,1986,83.3,4139,2022-05-03
ProLiant Place,1055,1366,72.0,3130,2022-05-03
Synergy Golden Grand Hotel,2745,1270,55.0,3527,2022-05-03
Alletra Resort,1950,1251,51.6,4653,2022-05-03
GreenLake Digital Business Suites,2431,1230,51.3,4314,2022-05-03
Apollo Resort & Spa,3142,1518,73.3,4178,2022-05-03
Nimble Inn,2054,1970,84.9,4123,2022-05-03
Ezmeral Grand Hotel,1852,1271,78.7,3485,2022-05-03
Alletra Boutique Hotel,3657,1958,87.1,3812,2022-05-03
Simplivity Golden Plaza Hotel,1715,1291,87.9,3144,2022-05-03
Cray Villas,3036,1508,80.5,3001,2022-05-03
Apollo Diamond Suites,2328,1879,54.2,3879,2022-05-03
Apollo Towers,3077,1762,79.7,4000,2022-05-03
Alletra Diamond Grand Hotel,2504,1564,63.6,3006,2022-05-04
ProLiant Towers,3076,1584,61.9,4246,2022-05-04
Aruba Luxury Lodge,1792,1012,84.1,3369,2022-05-04
InfoSight Boutique Hotel,3841,1363,93.9,3432,2022-05-04
Primera Grand,1963,1308,67.9,3767,2022-05-04
dHCI Executive Boutique Hotel,1669,1657,89.6,4335,2022-05-04
ProLiant Haven,1224,1023,86.7,4950,2022-05-04
Apollo Executive Beach Resort,2863,1764,94.5,4540,2022-05-04
Aruba Lodge,1695,1362,77.5,3566,2022-05-04
Alletra Haven,2432,1169,71.5,3284,2022-05-04
dHCI Platinum Beach Resort,1191,1876,59.2,4888,2022-05-04
GreenLake Platinum Heritage Inn,1891,1793,86.4,3403,2022-05-04
Pointnext Signature Residences & Suites,2123,1548,56.6,4458,2022-05-04
ProLiant Place,1257,1293,79.1,4410,2022-05-04
Synergy Golden Grand Hotel,1694,1448,61.0,3305,2022-05-04
Alletra Resort,1993,1908,92.8,4036,2022-05-04
GreenLake Digital Business Suites,2768,1879,52.5,3458,2022-05-04
Apollo Resort & Spa,3551,1172,93.9,3701,2022-05-04
Nimble Inn,3829,1320,91.1,3416,2022-05-04
Ezmeral Grand Hotel,2553,1536,80.5,3919,2022-05-04
Alletra Boutique Hotel,3668,1363,54.6,3555,2022-05-04
Simplivity Golden Plaza Hotel,2618,1588,74.9,3917,2022-05-04
Cray Villas,2496,1063,86.3,3351,2022-05-04
Apollo Diamond Suites,3956,1430,65.0,3015,2022-05-04
Apollo Towers,2004,1126,75.2,4518,2022-05-04
Alletra Diamond Grand Hotel,3926,1520,77.4,3046,2022-05-05
ProLiant Towers,2744,1795,79.5,3491,2022-05-05
Aruba Luxury Lodge,3502,1173,83.1,4864,2022-05-05
InfoSight Boutique Hotel,1486,1846,57.3,4155,2022-05-05
Primera Grand,2765,1178,51.5,4980,2022-05-05
dHCI Executive Boutique Hotel,2292,1102,59.9,4233,2022-05-05
ProLiant Haven,3940,1732,83.6,3167,2022-05-05
Apollo Executive Beach Resort,2859,1083,74.2,4708,2022-05-05
Aruba Lodge,3684,1536,51.3,4760,2022-05-05
Alletra Haven,3813,1391,78.6,4588,2022-05-05
dHCI Platinum Beach Resort,3555,1047,93.7,4206,2022-05-05
GreenLake Platinum Heritage Inn,2908,1972,74.5,4946,2022-05-05
Pointnext Signature Residences & Suites,2818,1185,86.2,4620,2022-05-05
ProLiant Place,2975,1334,76.7,4123,2022-05-05
Synergy Golden Grand Hotel,3034,1474,84.5,4698,2022-05-05
Alletra Resort,2251,1367,52.9,3754,2022-05-05
GreenLake Digital Business Suites,1426,1214,54.4,4864,2022-05-05
Apollo Resort & Spa,2547,1970,66.2,3582,2022-05-05
Nimble Inn,2296,1897,75.8,3210,2022-05-05
Ezmeral Grand Hotel,3557,1413,69.9,3725,2022-05-05
Alletra Boutique Hotel,1836,1346,93.4,3347,2022-05-05
Simplivity Golden Plaza Hotel,2962,1390,81.0,4763,2022-05-05
Cray Villas,3737,1642,65.9,4956,2022-05-05
Apollo Diamond Suites,1438,1801,68.6,3052,2022-05-05
Apollo Towers,1187,1151,81.1,3250,2022-05-05
Alletra Diamond Grand Hotel,1757,1688,56.0,4572,2022-05-06
ProLiant Towers,2944,1603,51.2,4771,2022-05-06
Aruba Luxury Lodge,2624,1918,65.6,4741,2022-05-06
InfoSight Boutique Hotel,2723,1497,77.7,3051,2022-05-06
Primera Grand,1949,1819,52.8,4761,2022-05-06
dHCI Executive Boutique Hotel,2643,1226,77.4,4804,2022-05-06
ProLiant Haven,3661,1705,61.5,4945,2022-05-06
Apollo Executive Beach Resort,3641,1446,63.7,3993,2022-05-06
Aruba Lodge,1945,1564,63.2,3551,2022-05-06
Alletra Haven,2603,1366,81.2,4246,2022-05-06
dHCI Platinum Beach Resort,3680,1374,51.2,3092,2022-05-06
GreenLake Platinum Heritage Inn,2479,1759,52.5,4634,2022-05-06
Pointnext Signature Residences & Suites,1081,1976,79.7,3927,2022-05-06
ProLiant Place,2229,1927,86.2,3231,2022-05-06
Synergy Golden Grand Hotel,3989,1263,70.1,4371,2022-05-06
Alletra Resort,1867,1699,67.4,3145,2022-05-06
GreenLake Digital Business Suites,1690,1349,85.8,4119,2022-05-06
Apollo Resort & Spa,3690,1150,66.9,4616,2022-05-06
Nimble Inn,1898,1258,67.4,3881,2022-05-06
Ezmeral Grand Hotel,1782,1320,61.8,3138,2022-05-06
Alletra Boutique Hotel,2389,1753,80.0,3248,2022-05-06
Simplivity Golden Plaza Hotel,1362,1411,67.5,4154,2022-05-06
Cray Villas,3837,1306,79.5,4432,2022-05-06
Apollo Diamond Suites,3476,1603,93.9,3906,2022-05-06
Apollo Towers,1506,1637,71.2,4345,2022-05-06
Alletra Diamond Grand Hotel,2860,1457,56.1,4649,2022-05-07
ProLiant Towers,3476,1224,81.5,4481,2022-05-07
Aruba Luxury Lodge,2020,1448,59.4,4108,2022-05-07
InfoSight Boutique Hotel,1050,1973,61.5,4923,2022-05-07
Primera Grand,1859,1565,76.2,4950,2022-05-07
dHCI Executive Boutique Hotel,2263,1562,90.9,3179,2022-05-07
ProLiant Haven,1589,1093,91.7,3472,2022-05-07
Apollo Executive Beach Resort,1024,1887,92.1,3323,2022-05-07
Aruba Lodge,2417,1479,79.2,4998,2022-05-07
Alletra Haven,3486,1374,90.3,4229,2022-05-07
dHCI Platinum Beach Resort,1454,1689,72.5,4679,2022-05-07
GreenLake Platinum Heritage Inn,2412,1021,69.6,3072,2022-05-07
Pointnext Signature Residences & Suites,1503,1282,69.2,4588,2022-05-07
ProLiant Place,3138,1864,78.8,3006,2022-05-07
Synergy Golden Grand Hotel,1621,1265,78.2,4969,2022-05-07
Alletra Resort,1227,1445,51.3,3428,2022-05-07
GreenLake Digital Business Suites,1884,1145,64.0,4568,2022-05-07
Apollo Resort & Spa,2605,1887,57.6,3297,2022-05-07
Nimble Inn,3218,1132,75.0,3118,2022-05-07
Ezmeral Grand Hotel,2809,1517,79.3,3451,2022-05-07
Alletra Boutique Hotel,3557,1329,78.1,4410,2022-05-07
Simplivity Golden Plaza Hotel,2229,1897,78.3,3177,2022-05-07
Cray Villas,1907,1114,54.5,3632,2022-05-07
Apollo Diamond Suites,1776,1717,87.2,3013,2022-05-07
Apollo Towers,2133,1542,86.2,3047,2022-05-07
Alletra Diamond Grand Hotel,1267,1309,68.0,3459,2022-05-08
ProLiant Towers,2915,1158,61.9,4959,2022-05-08
Aruba Luxury Lodge,3968,1548,54.0,3699,2022-05-08
InfoSight Boutique Hotel,3023,1695,93.8,3686,2022-05-08
Primera Grand,3496,1716,65.9,3723,2022-05-08
dHCI Executive Boutique Hotel,3745,1533,65.6,3436,2022-05-08
ProLiant Haven,2665,1803,80.0,3311,2022-05-08
Apollo Executive Beach Resort,1629,1298,72.3,3895,2022-05-08
Aruba Lodge,1291,1255,77.0,4430,2022-05-08
Alletra Haven,3211,1917,68.2,4952,2022-05-08
dHCI Platinum Beach Resort,3233,1492,80.4,3186,2022-05-08
GreenLake Platinum Heritage Inn,1796,1922,51.7,4492,2022-05-08
Pointnext Signature Residences & Suites,3598,1760,92.0,4277,2022-05-08
ProLiant Place,1312,1785,67.3,4560,2022-05-08
Synergy Golden Grand Hotel,1984,1123,53.4,4844,2022-05-08
Alletra Resort,3577,1596,65.5,4347,2022-05-08
GreenLake Digital Business Suites,3853,1047,89.2,4725,2022-05-08
Apollo Resort & Spa,2675,1877,56.8,4571,2022-05-08
Nimble Inn,1597,1064,70.2,3686,2022-05-08
Ezmeral Grand Hotel,2854,1631,85.8,4302,2022-05-08
Alletra Boutique Hotel,3714,1864,84.6,4906,2022-05-08
Simplivity Golden Plaza Hotel,3878,1333,90.2,4845,2022-05-08
Cray Villas,2418,1119,67.9,3342,2022-05-08
Apollo Diamond Suites,2620,1327,91.7,4460,2022-05-08
Apollo Towers,1908,1733,73.1,3290,2022-05-08
Alletra Diamond Grand Hotel,1628,1568,81.4,4176,2022-05-09
ProLiant Towers,1392,1501,89.1,3604,2022-05-09
Aruba Luxury Lodge,2751,1314,54.2,3035,2022-05-09
InfoSight Boutique Hotel,1334,1632,93.4,3895,2022-05-09
Primera Grand,2349,1798,62.3,4631,2022-05-09
dHCI Executive Boutique Hotel,2139,1561,83.4,3577,2022-05-09
ProLiant Haven,3676,1346,81.5,4815,2022-05-09
Apollo Executive Beach Resort,2189,1703,53.2,3925,2022-05-09
Aruba Lodge,3865,1999,68.4,3652,2022-05-09
Alletra Haven,1342,1676,68.8,4158,2022-05-09
dHCI Platinum Beach Resort,1182,1401,84.7,3563,2022-05-09
GreenLake Platinum Heritage Inn,2857,1923,93.7,4886,2022-05-09
Pointnext Signature Residences & Suites,3789,1477,73.7,3586,2022-05-09
ProLiant Place,2162,1815,76.0,3382,2022-05-09
Synergy Golden Grand Hotel,3907,1411,65.8,4484,2022-05-09
Alletra Resort,3481,1086,59.5,3842,2022-05-09
GreenLake Digital Business Suites,2058,1958,67.2,3372,2022-05-09
Apollo Resort & Spa,1104,1939,55.1,4532,2022-05-09
Nimble Inn,1448,1043,66.3,4537,2022-05-09
Ezmeral Grand Hotel,2302,1482,71.1,4945,2022-05-09
Alletra Boutique Hotel,1758,1372,93.3,3077,2022-05-09
Simplivity Golden Plaza Hotel,2867,1179,57.3,3385,2022-05-09
Cray Villas,3393,1844,73.9,3069,2022-05-09
Apollo Diamond Suites,2206,1942,68.9,3007,2022-05-09
Apollo Towers,3066,1661,67.0,3699,2022-05-09
Alletra Diamond Grand Hotel,3141,1811,72.4,5000,2022-05-10
ProLiant Towers,2813,1343,74.0,3256,2022-05-10
Aruba Luxury Lodge,1277,1861,57.0,4783,2022-05-10
InfoSight Boutique Hotel,1079,1395,50.1,3932,2022-05-10
Primera Grand,3096,1170,57.6,3177,2022-05-10
dHCI Executive Boutique Hotel,2438,1425,90.2,3950,2022-05-10
ProLiant Haven,1903,1096,80.6,3396,2022-05-10
Apollo Executive Beach Resort,3197,1269,87.7,4307,2022-05-10
Aruba Lodge,1266,1483,79.8,3405,2022-05-10
Alletra Haven,3979,1570,93.1,4936,2022-05-10
dHCI Platinum Beach Resort,1776,1594,92.3,4306,2022-05-10
GreenLake Platinum Heritage Inn,3444,1000,74.5,3195,2022-05-10
Pointnext Signature Residences & Suites,3274,1881,58.2,3055,2022-05-10
ProLiant Place,2734,1031,94.5,3257,2022-05-10
Synergy Golden Grand Hotel,2869,1869,53.2,3691,2022-05-10
Alletra Resort,1519,1078,57.8,3438,2022-05-10
GreenLake Digital Business Suites,1120,1387,90.1,3532,2022-05-10
Apollo Resort & Spa,2477,1976,59.0,3616,2022-05-10
Nimble Inn,3745,1252,88.2,3604,2022-05-10
Ezmeral Grand Hotel,3541,1593,84.8,4057,2022-05-10
Alletra Boutique Hotel,1813,1186,60.3,3182,2022-05-10
Simplivity Golden Plaza Hotel,2723,1233,86.4,4274,2022-05-10
Cray Villas,3301,1402,76.3,4553,2022-05-10
Apollo Diamond Suites,2632,1447,65.1,3591,2022-05-10
Apollo Towers,3884,1212,50.5,4141,2022-05-10
Alletra Diamond Grand Hotel,1443,1087,79.8,4011,2022-05-11
ProLiant Towers,2571,1572,90.1,4768,2022-05-11
Aruba Luxury Lodge,1505,1642,52.4,3389,2022-05-11
InfoSight Boutique Hotel,3257,1205,65.8,3218,2022-05-11
Primera Grand,2542,1442,60.8,3222,2022-05-11
dHCI Executive Boutique Hotel,3909,1053,64.0,3619,2022-05-11
ProLiant Haven,2883,1328,50.2,4096,2022-05-11
Apollo Executive Beach Resort,3782,1518,58.9,3717,2022-05-11
Aruba Lodge,1111,1394,77.9,4953,2022-05-11
Alletra Haven,1125,1997,82.5,3432,2022-05-11
dHCI Platinum Beach Resort,1083,1837,70.9,4765,2022-05-11
GreenLake Platinum Heritage Inn,1631,1044,55.6,4622,2022-05-11
Pointnext Signature Residences & Suites,1648,1431,55.5,4158,2022-05-11
ProLiant Place,2123,1061,75.7,4841,2022-05-11
Synergy Golden Grand Hotel,2589,1109,65.0,4805,2022-05-11
Alletra Resort,2932,1300,50.4,4187,2022-05-11
GreenLake Digital Business Suites,2326,1676,73.0,4166,2022-05-11
Apollo Resort & Spa,3048,1160,81.5,4684,2022-05-11
Nimble Inn,2510,1230,70.0,3688,2022-05-11
Ezmeral Grand Hotel,2353,1597,78.4,3225,2022-05-11
Alletra Boutique Hotel,2354,1782,68.3,3970,2022-05-11
Simplivity Golden Plaza Hotel,2791,1365,84.7,4545,2022-05-11
Cray Villas,3503,1499,91.6,3468,2022-05-11
Apollo Diamond Suites,1755,1789,54.4,3298,2022-05-11
Apollo Towers,3360,1216,89.1,3331,2022-05-11
Alletra Diamond Grand Hotel,3748,1361,82.5,4233,2022-05-12
ProLiant Towers,1045,1762,68.4,4366,2022-05-12
Aruba Luxury Lodge,3400,1779,82.3,3564,2022-05-12
InfoSight Boutique Hotel,3037,1875,69.7,4462,2022-05-12
Primera Grand,3311,1365,85.1,3003,2022-05-12
dHCI Executive Boutique Hotel,2770,1759,92.3,4876,2022-05-12
ProLiant Haven,3127,1595,77.6,3701,2022-05-12
Apollo Executive Beach Resort,3629,1709,57.7,4843,2022-05-12
Aruba Lodge,3686,1712,78.7,4560,2022-05-12
Alletra Haven,2049,1429,75.8,4837,2022-05-12
dHCI Platinum Beach Resort,2335,1292,88.7,4618,2022-05-12
GreenLake Platinum Heritage Inn,3532,1271,57.1,4736,2022-05-12
Pointnext Signature Residences & Suites,1950,1640,94.1,3651,2022-05-12
ProLiant Place,1621,1782,78.1,3677,2022-05-12
Synergy Golden Grand Hotel,1870,1119,78.7,4747,2022-05-12
Alletra Resort,1227,1590,80.6,4855,2022-05-12
GreenLake Digital Business Suites,3636,1490,89.3,3843,2022-05-12
Apollo Resort & Spa,3381,1860,94.1,3217,2022-05-12
Nimble Inn,1468,1623,55.2,3473,2022-05-12
Ezmeral Grand Hotel,3160,1345,67.0,3212,2022-05-12
Alletra Boutique Hotel,2664,1350,78.5,3321,2022-05-12
Simplivity Golden Plaza Hotel,1307,1896,64.3,3403,2022-05-12
Cray Villas,2078,1872,70.4,4181,2022-05-12
Apollo Diamond Suites,1198,1282,71.1,3510,2022-05-12
Apollo Towers,3282,1459,78.2,4676,2022-05-12
Alletra Diamond Grand Hotel,3165,1638,84.5,3974,2022-05-13
ProLiant Towers,3686,1523,91.1,3687,2022-05-13
Aruba Luxury Lodge,2897,1948,94.4,3349,2022-05-13
InfoSight Boutique Hotel,1538,1824,85.9,3273,2022-05-13
Primera Grand,1201,1408,63.2,4303,2022-05-13
dHCI Executive Boutique Hotel,2681,1163,56.7,4479,2022-05-13
ProLiant Haven,1866,1338,94.0,3063,2022-05-13
Apollo Executive Beach Resort,1643,1554,66.6,3241,2022-05-13
Aruba Lodge,2654,1587,92.5,4637,2022-05-13
Alletra Haven,2393,1360,77.9,3872,2022-05-13
dHCI Platinum Beach Resort,2162,1787,89.5,3834,2022-05-13
GreenLake Platinum Heritage Inn,2177,1130,91.5,4749,2022-05-13
Pointnext Signature Residences & Suites,3801,1966,54.9,4597,2022-05-13
ProLiant Place,1950,1869,65.3,3858,2022-05-13
Synergy Golden Grand Hotel,3708,1940,64.2,3841,2022-05-13
Alletra Resort,2229,1527,77.5,4732,2022-05-13
GreenLake Digital Business Suites,2655,1237,55.6,3023,2022-05-13
Apollo Resort & Spa,3073,1946,58.9,3314,2022-05-13
Nimble Inn,3075,1841,87.3,3268,2022-05-13
Ezmeral Grand Hotel,2254,1136,86.2,3822,2022-05-13
Alletra Boutique Hotel,3944,1387,50.8,4727,2022-05-13
Simplivity Golden Plaza Hotel,1343,1486,56.4,3403,2022-05-13
Cray Villas,3489,1768,85.0,4827,2022-05-13
Apollo Diamond Suites,1909,1985,83.7,4544,2022-05-13
Apollo Towers,2112,1062,56.6,3660,2022-05-13
Alletra Diamond Grand Hotel,2754,1924,79.6,4879,2022-05-14
ProLiant Towers,2095,1914,59.9,3379,2022-05-14
Aruba Luxury Lodge,1025,1799,65.2,3313,2022-05-14
InfoSight Boutique Hotel,1053,1722,82.3,3681,2022-05-14
Primera Grand,1843,1328,56.7,4871,2022-05-14
dHCI Executive Boutique Hotel,1701,1006,75.7,4017,2022-05-14
ProLiant Haven,2186,1198,80.9,3345,2022-05-14
Apollo Executive Beach Resort,1395,1022,81.6,4383,2022-05-14
Aruba Lodge,2073,1751,89.2,4017,2022-05-14
Alletra Haven,1530,1851,88.4,4129,2022-05-14
dHCI Platinum Beach Resort,2408,1236,84.6,4161,2022-05-14
GreenLake Platinum Heritage Inn,1599,1783,59.9,4089,2022-05-14
Pointnext Signature Residences & Suites,1217,1898,66.1,4454,2022-05-14
ProLiant Place,2844,1451,85.8,4867,2022-05-14
Synergy Golden Grand Hotel,2915,1117,58.5,4010,2022-05-14
Alletra Resort,3386,1060,57.2,3775,2022-05-14
GreenLake Digital Business Suites,1468,1940,91.8,3550,2022-05-14
Apollo Resort & Spa,1733,1996,68.6,3976,2022-05-14
Nimble Inn,2522,1615,84.3,4892,2022-05-14
Ezmeral Grand Hotel,3097,1791,89.1,4506,2022-05-14
Alletra Boutique Hotel,3499,1496,69.4,3427,2022-05-14
Simplivity Golden Plaza Hotel,1710,1377,53.5,4371,2022-05-14
Cray Villas,3384,1061,79.6,4690,2022-05-14
Apollo Diamond Suites,2231,1054,85.1,4453,2022-05-14
Apollo Towers,1125,1826,62.8,4201,2022-05-14
Alletra Diamond Grand Hotel,1303,1441,94.6,4738,2022-05-15
ProLiant Towers,3527,1811,73.3,3056,2022-05-15
Aruba Luxury Lodge,3793,1212,75.0,4297,2022-05-15
InfoSight Boutique Hotel,2259,1771,81.1,3279,2022-05-15
Primera Grand,2747,1729,74.5,4436,2022-05-15
dHCI Executive Boutique Hotel,3495,1357,59.1,4753,2022-05-15
ProLiant Haven,1521,1203,53.0,4586,2022-05-15
Apollo Executive Beach Resort,1815,1883,52.6,4787,2022-05-15
Aruba Lodge,3382,1572,68.1,4588,2022-05-15
Alletra Haven,2394,1775,65.0,3259,2022-05-15
dHCI Platinum Beach Resort,1286,1829,82.4,3383,2022-05-15
GreenLake Platinum Heritage Inn,1164,1334,81.8,3689,2022-05-15
Pointnext Signature Residences & Suites,3498,1873,79.1,4167,2022-05-15
ProLiant Place,1655,1553,75.9,4261,2022-05-15
Synergy Golden Grand Hotel,2044,1531,66.7,3700,2022-05-15
Alletra Resort,3291,1957,72.6,4093,2022-05-15
GreenLake Digital Business Suites,1267,1914,90.6,3795,2022-05-15
Apollo Resort & Spa,1021,1991,87.9,4702,2022-05-15
Nimble Inn,2090,1104,58.1,4880,2022-05-15
